name,NSE_code,BSE_code,sector,industry,revenue,operating_expenses,operating_profit,operating_profit_margin,depreciation,interest,profit_before_tax,tax,net_profit,EPS,profit_TTM,EPS_TTM
Whirlpool of India Ltd.,WHIRLPOOL,500238,CONSUMER DURABLES,CONSUMER ELECTRONICS,1555.5,1448.4,73.2,4.81,49.2,5.6,52.3,14.1,36.6,2.9,198.8,15.7
Wipro Ltd.,WIPRO,507685,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,23255.7,18543.2,3972.7,17.64,897.0,303.3,3512.2,841.9,2646.3,5.1,11643.8,22.3
Zee Entertainment Enterprises Ltd.,ZEEL,505537,MEDIA,BROADCASTING & CABLE TV,2509.6,2105.0,332.8,13.65,77.2,23.4,184.2,54.4,123.0,1.3,-102.2,-1.1
eClerx Services Ltd.,ECLERX,532927,SOFTWARE & SERVICES,BPO/KPO,735.9,517.0,204.7,28.37,30.3,6.1,182.4,46.3,136.0,28.2,506.0,105.0
Sterlite Technologies Ltd.,STLTECH,532374,TELECOMMUNICATIONS EQUIPMENT,TELECOM CABLES,1497.0,1281.0,213.0,14.26,85.0,95.0,36.0,12.0,34.0,0.9,203.0,5.1
HEG Ltd.,HEG,509631,GENERAL INDUSTRIALS,OTHER INDUSTRIAL GOODS,642.2,512.3,101.9,16.58,38.5,8.5,82.9,21.7,96.0,24.9,439.5,113.9
SBI Life Insurance Company Ltd.,SBILIFE,540719,BANKING AND FINANCE,LIFE INSURANCE,28816.2,28183.8,609.9,2.12,0.0,0.0,621.5,43.9,380.2,3.8,1842.2,18.4
General Insurance Corporation of India,GICRE,540755,BANKING AND FINANCE,GENERAL INSURANCE,13465.9,11574.0,1464.6,11.2,0.0,0.0,1855.4,243.7,1689.0,15.2,6628.0,37.8
Tube Investments of India Ltd.,TIINDIA,540762,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,2005.4,1718.2,251.4,12.76,34.6,7.7,244.8,63.4,181.4,9.4,717.5,37.1
Honeywell Automation India Ltd.,HONAUT,517174,CONSUMER DURABLES,OTHER ELECTRICAL EQUIPMENT/PRODUCTS,1144.3,965.9,138.3,12.52,13.8,0.7,163.9,42.0,121.9,137.8,443.4,503.9
Indian Energy Exchange Ltd.,IEX,540750,BANKING AND FINANCE,EXCHANGE,133.0,16.6,92.0,84.73,5.1,0.7,110.6,27.9,86.5,1.0,327.8,3.7
ICICI Lombard General Insurance Company Ltd.,ICICIGI,540716,BANKING AND FINANCE,GENERAL INSURANCE,5271.1,4612.4,743.5,14.16,0.0,0.0,763.6,186.4,577.3,11.8,1757.1,35.8
Aster DM Healthcare Ltd.,ASTERDM,540975,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE FACILITIES,3325.2,2939.4,377.3,11.38,227.2,101.9,2.1,10.2,-30.8,-0.6,284.3,5.7
Central Depository Services (India) Ltd.,CDSL,CDSL,OTHERS,INVESTMENT COMPANIES,230.1,77.9,129.4,62.4,6.5,0.0,145.6,35.8,108.9,10.4,320.2,30.6
Graphite India Ltd.,GRAPHITE,509488,GENERAL INDUSTRIALS,OTHER INDUSTRIAL GOODS,884.0,823.0,-30.0,-3.78,19.0,4.0,992.0,190.0,804.0,41.1,856.0,43.9
Grasim Industries Ltd.,GRASIM,500300,CEMENT AND CONSTRUCTION,CEMENT & CEMENT PRODUCTS,30505.3,25995.9,4224.8,13.98,1245.2,397.8,2866.4,837.7,1163.8,17.7,6624.9,100.6
KNR Constructions Ltd.,KNRCON,532942,CEMENT AND CONSTRUCTION,CONSTRUCTION & ENGINEERING,1043.8,806.9,231.6,22.3,39.2,20.6,177.1,34.6,147.4,5.2,537.5,19.1
Aditya Birla Capital Ltd.,ABCAPITAL,540691,DIVERSIFIED,HOLDING COMPANIES,7730.4,4550.1,2821.9,36.55,48.0,1827.0,956.8,284.1,705.0,2.7,5231.9,20.1
Dixon Technologies (India) Ltd.,DIXON,540699,CONSUMER DURABLES,CONSUMER ELECTRONICS,4943.9,4744.3,198.9,4.02,36.4,17.1,146.1,35.2,107.3,19.0,308.7,51.8
Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,504973,DIVERSIFIED,HOLDING COMPANIES,6372.2,2495.1,3404.8,54.05,52.1,2209.4,1215.8,324.6,420.9,22.4,1532.3,81.6
Cochin Shipyard Ltd.,COCHINSHIP,540678,TRANSPORTATION,MARINE PORT & SERVICES,1100.4,820.5,191.2,18.9,18.9,9.6,251.4,69.9,181.5,13.8,429.9,32.7
Bharat Dynamics Ltd.,BDL,541143,GENERAL INDUSTRIALS,DEFENCE,694.1,481.8,134.0,21.77,17.4,0.8,194.1,47.0,147.1,8.0,425.4,23.2
Lux Industries Ltd.,LUXIND,539542,TEXTILES APPARELS & ACCESSORIES,OTHER APPARELS & ACCESSORIES,643.6,584.2,55.0,8.61,5.9,5.4,48.0,12.1,37.1,12.3,103.1,32.9
Zensar Technologies Ltd.,ZENSARTECH,504067,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,1277.1,1009.9,230.9,18.61,36.6,5.7,224.9,51.0,173.9,7.7,525.8,23.2
PCBL Ltd.,PCBL,506590,CHEMICALS & PETROCHEMICALS,CARBON BLACK,1489.4,1248.6,238.1,16.02,48.2,21.0,171.6,48.8,122.6,3.2,431.6,11.4
Zydus Wellness Ltd.,ZYDUSWELL,531335,FMCG,PACKAGED FOODS,444.0,423.1,16.8,3.82,5.8,6.5,8.6,2.7,5.9,0.9,281.2,44.2
Linde India Ltd.,LINDEINDIA,523457,GENERAL INDUSTRIALS,INDUSTRIAL GASES,729.9,537.7,173.6,24.41,49.7,1.2,141.3,34.6,108.7,12.8,417.9,49.0
FDC Ltd.,FDC,531599,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,513.6,409.9,76.4,15.71,9.9,1.1,92.7,22.9,69.8,4.2,251.2,15.4
The New India Assurance Company Ltd.,NIACL,540769,BANKING AND FINANCE,GENERAL INSURANCE,10571.0,10773.4,-246.5,-2.33,0.0,0.0,-242.0,-46.7,-176.1,-1.1,947.0,5.7
Sundaram Finance Ltd.,SUNDARMFIN,590071,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),1710.6,322.5,1332.1,77.98,43.6,820.3,470.6,142.8,365.4,33.2,1506.7,135.6
TeamLease Services Ltd.,TEAMLEASE,539658,COMMERCIAL SERVICES & SUPPLIES,MISC. COMMERCIAL SERVICES,2285.6,2240.8,31.8,1.4,12.9,2.5,29.4,1.8,27.3,16.3,106.6,63.5
Galaxy Surfactants Ltd.,GALAXYSURF,540935,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,985.8,858.2,124.9,12.7,24.7,5.4,97.5,20.1,77.4,21.8,349.3,98.5
Bandhan Bank Ltd.,BANDHANBNK,541153,BANKING AND FINANCE,BANKS,5032.2,1400.2,1583.4,35.25,0.0,2048.6,947.2,226.1,721.2,4.5,2541.1,15.8
ICICI Securities Ltd.,ISEC,541179,BANKING AND FINANCE,CAPITAL MARKETS,1249.0,433.5,810.2,64.87,25.8,215.1,569.4,145.7,423.6,13.1,1238.1,38.3
V-Mart Retail Ltd.,VMART,534976,RETAILING,DEPARTMENT STORES,551.4,548.8,0.7,0.12,53.2,35.9,-86.4,-22.3,-64.1,-32.4,-103.1,-52.1
Nippon Life India Asset Management Ltd.,NAM-INDIA,540767,BANKING AND FINANCE,ASSET MANAGEMENT COS.,475.4,156.1,241.4,60.73,7.2,1.7,310.4,66.1,244.4,3.9,883.3,14.1
Grindwell Norton Ltd.,GRINDWELL,506076,GENERAL INDUSTRIALS,OTHER INDUSTRIAL PRODUCTS,690.0,536.0,131.4,19.69,16.9,1.8,135.3,33.1,101.9,9.2,378.3,34.2
HDFC Life Insurance Company Ltd.,HDFCLIFE,540777,BANKING AND FINANCE,LIFE INSURANCE,23276.6,23659.3,-508.1,-2.2,0.0,0.0,-373.1,-657.5,378.2,1.8,1472.8,6.9
Elgi Equipments Ltd.,ELGIEQUIP,522074,GENERAL INDUSTRIALS,INDUSTRIAL MACHINERY,817.8,663.4,142.7,17.71,18.7,6.6,129.2,38.8,91.3,2.9,401.9,12.7
Hindustan Aeronautics Ltd.,HAL,541154,GENERAL INDUSTRIALS,DEFENCE,6105.1,4108.1,1527.6,27.11,349.6,0.3,1647.0,414.8,1236.7,18.5,6037.3,90.3
BSE Ltd.,BSE,BSE,BANKING AND FINANCE,EXCHANGE,367.0,172.8,189.2,52.26,22.7,8.5,163.0,63.6,120.5,8.8,706.0,52.1
Rites Ltd.,RITES,541556,CEMENT AND CONSTRUCTION,CONSTRUCTION & ENGINEERING,608.8,444.5,137.8,23.67,14.1,1.4,148.8,40.1,101.2,4.2,488.1,20.3
Fortis Healthcare Ltd.,FORTIS,532843,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE FACILITIES,1783.5,1439.8,330.2,18.65,84.1,31.8,231.4,48.8,173.7,2.3,547.6,7.3
Varroc Engineering Ltd.,VARROC,541578,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,1893.5,1692.6,194.3,10.3,84.9,50.3,65.9,18.2,54.2,3.5,146.5,9.6
Adani Green Energy Ltd.,ADANIGREEN,ASM,UTILITIES,ELECTRIC UTILITIES,2589.0,521.0,1699.0,76.53,474.0,1165.0,413.0,119.0,372.0,2.2,1305.0,8.2
VIP Industries Ltd.,VIPIND,507880,TEXTILES APPARELS & ACCESSORIES,OTHER APPARELS & ACCESSORIES,548.7,493.2,52.9,9.68,23.8,12.4,19.3,6.0,13.3,0.9,110.9,7.8
CreditAccess Grameen Ltd.,CREDITACC,541770,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),1247.6,248.8,902.3,72.36,12.3,423.9,466.8,119.7,347.0,21.8,1204.2,75.7
CESC Ltd.,CESC,500084,UTILITIES,ELECTRIC UTILITIES,4414.0,3706.0,646.0,14.84,303.0,305.0,461.0,98.0,348.0,2.6,1447.0,10.9
Jamna Auto Industries Ltd.,JAMNAAUTO,520051,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,608.7,528.2,79.1,13.03,10.9,0.8,68.7,18.6,50.1,2.4,189.3,4.7
Suprajit Engineering Ltd.,SUPRAJIT,532509,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,727.6,639.1,69.8,9.85,25.7,13.6,49.2,14.5,34.8,2.5,146.9,10.6
JK Paper Ltd.,JKPAPER,532162,COMMERCIAL SERVICES & SUPPLIES,PAPER & PAPER PRODUCTS,1708.8,1242.8,407.3,24.68,83.5,42.0,340.6,34.9,302.4,17.9,1220.6,72.1
Bank of Maharashtra,MAHABANK,532525,BANKING AND FINANCE,BANKS,5735.5,1179.4,1920.5,37.9,0.0,2635.7,935.7,16.0,919.8,1.3,3420.8,4.8
Aavas Financiers Ltd.,AAVAS,541988,BANKING AND FINANCE,HOUSING FINANCE,497.6,123.5,367.8,74.03,7.6,203.6,157.4,35.7,121.7,15.4,465.4,58.8
HDFC Asset Management Company Ltd.,HDFCAMC,541729,BANKING AND FINANCE,ASSET MANAGEMENT COS.,765.4,162.0,481.1,74.81,13.0,2.3,588.1,151.6,436.5,20.4,1659.3,77.7
KEI Industries Ltd.,KEI,517569,CONSUMER DURABLES,OTHER ELECTRICAL EQUIPMENT/PRODUCTS,1954.2,1742.7,203.9,10.47,15.6,7.5,188.4,48.2,140.2,15.5,528.3,58.5
Orient Electric Ltd.,ORIENTELEC,541301,CONSUMER DURABLES,CONSUMER ELECTRONICS,570.3,546.2,20.7,3.65,14.2,5.2,23.4,4.9,18.4,0.9,95.3,4.5
Deepak Nitrite Ltd.,DEEPAKNTR,506401,CHEMICALS & PETROCHEMICALS,COMMODITY CHEMICALS,1795.1,1475.8,302.3,17.0,39.4,2.7,277.2,72.1,205.1,15.0,797.9,58.5
Fine Organic Industries Ltd.,FINEORG,541557,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,557.6,409.4,131.1,24.25,14.4,0.7,133.1,28.9,103.4,33.7,458.8,149.6
LTIMindtree Ltd.,LTIM,540005,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,9048.6,7274.1,1631.3,18.32,208.2,47.0,1519.3,357.0,1161.8,39.3,4427.5,149.6
Dalmia Bharat Ltd.,DALBHARAT,542216,CEMENT AND CONSTRUCTION,CEMENT & CEMENT PRODUCTS,3234.0,256.0,589.0,18.7,401.0,101.0,172.0,48.0,118.0,6.3,1041.0,54.8
Godfrey Phillips India Ltd.,GODFRYPHLP,500163,FOOD BEVERAGES & TOBACCO,CIGARETTES-TOBACCO PRODUCTS,1412.5,1151.0,223.6,16.27,36.5,6.6,218.5,55.5,202.1,38.9,802.9,154.4
Vaibhav Global Ltd.,VAIBHAVGBL,532156,TEXTILES APPARELS & ACCESSORIES,OTHER APPARELS & ACCESSORIES,708.4,641.5,63.5,9.01,22.6,2.9,41.4,12.4,29.4,1.8,121.3,7.3
Abbott India Ltd.,ABBOTINDIA,500488,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,1549.7,1113.3,380.9,25.49,17.8,3.1,415.4,102.5,312.9,147.3,1081.4,508.9
Adani Total Gas Ltd.,ATGL,ASM,UTILITIES,UTILITIES,1104.8,815.7,279.9,25.55,37.6,27.3,224.2,57.2,172.7,1.6,571.0,5.2
Nestle India Ltd.,NESTLEIND,500790,FMCG,PACKAGED FOODS,5070.1,3811.9,1224.9,24.32,111.2,31.4,1222.0,313.9,908.1,94.2,2971.1,308.2
Bayer Cropscience Ltd.,BAYERCROP,506285,CHEMICALS & PETROCHEMICALS,AGROCHEMICALS,1633.3,1312.3,304.9,18.85,11.6,3.7,305.7,82.8,222.9,49.6,844.4,188.1
Amber Enterprises India Ltd.,AMBER,540902,CONSUMER DURABLES,CONSUMER ELECTRONICS,939.8,867.5,59.6,6.43,45.2,36.6,-9.5,-3.8,-6.9,-2.1,156.8,46.5
Rail Vikas Nigam Ltd.,RVNL,542649,CEMENT AND CONSTRUCTION,CONSTRUCTION & ENGINEERING,5210.3,4616.0,298.3,6.07,6.2,132.7,455.4,85.2,394.3,1.9,1478.8,7.1
Metropolis Healthcare Ltd.,METROPOLIS,542650,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE SERVICES,309.7,233.7,74.8,24.25,22.2,5.7,48.1,12.5,35.5,6.9,133.4,26.0
Polycab India Ltd.,POLYCAB,542652,CONSUMER DURABLES,OTHER ELECTRICAL EQUIPMENT/PRODUCTS,4253.0,3608.8,608.9,14.44,60.3,26.8,557.2,127.4,425.6,28.4,1607.2,107.1
Multi Commodity Exchange of India Ltd.,MCX,534091,BANKING AND FINANCE,EXCHANGE,184.0,193.8,-28.7,-17.38,6.6,0.1,-16.4,1.6,-19.1,-3.7,44.8,8.8
IIFL Finance Ltd.,IIFL,532636,BANKING AND FINANCE,OTHER FINANCIAL SERVICES,2533.7,788.3,1600.8,64.66,43.3,932.1,683.5,158.0,474.3,12.4,1690.7,44.4
Ratnamani Metals & Tubes Ltd.,RATNAMANI,520111,METALS & MINING,IRON & STEEL/INTERM.PRODUCTS,1141.9,886.3,244.9,21.65,23.6,10.8,221.1,56.8,163.9,23.4,622.6,88.8
RHI Magnesita India Ltd.,RHIM,534076,GENERAL INDUSTRIALS,OTHER INDUSTRIAL GOODS,989.7,839.0,147.9,14.98,44.2,8.5,97.9,26.3,71.3,3.5,-502.2,-24.3
Birlasoft Ltd.,BSOFT,532400,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,1325.4,1102.7,207.1,15.81,21.5,5.7,195.5,50.4,145.1,5.2,378.4,13.7
EIH Ltd.,EIHOTEL,500840,HOTELS RESTAURANTS & TOURISM,HOTELS,552.5,387.6,142.9,26.94,33.2,5.6,126.1,36.2,93.1,1.5,424.1,6.8
Affle (India) Ltd.,AFFLE,542752,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,441.2,344.1,87.2,20.22,18.4,5.5,73.2,6.4,66.8,5.0,264.3,19.8
Westlife Foodworld Ltd.,WESTLIFE,505533,HOTELS RESTAURANTS & TOURISM,RESTAURANTS,618.0,516.5,98.2,15.98,43.9,27.4,30.2,7.8,22.4,1.4,107.7,6.9
IndiaMART InterMESH Ltd.,INDIAMART,542726,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,329.3,214.7,80.0,27.15,8.0,2.3,104.3,23.9,69.4,11.4,321.1,53.6
Infosys Ltd.,INFY,500209,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,39626.0,29554.0,944.0,24.21,1166.0,138.0,8768.0,2553.0,6212.0,15.0,24871.0,60.1
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,542760,COMMERCIAL SERVICES & SUPPLIES,CONSULTING SERVICES,776.7,758.0,1.5,0.19,4.3,64.3,-50.0,4.6,-54.2,-2.9,-668.4,-35.2
ABB India Ltd.,ABB,500002,GENERAL INDUSTRIALS,HEAVY ELECTRICAL EQUIPMENT,2846.0,2330.7,438.5,15.84,30.3,0.9,484.2,122.2,362.9,17.1,1208.7,57.0
Poly Medicure Ltd.,POLYMED,531768,HEALTHCARE EQUIPMENT & SUPPLIES,HEALTHCARE SUPPLIES,351.4,253.1,84.2,24.97,16.0,2.2,80.9,18.8,62.2,6.5,233.7,24.4
GMM Pfaudler Ltd.,GMMPFAUDLR,505255,GENERAL INDUSTRIALS,INDUSTRIAL MACHINERY,946.0,795.5,142.0,15.15,32.2,21.5,96.8,26.5,71.1,15.8,183.2,40.8
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,542812,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,960.3,783.7,163.1,17.23,67.5,34.2,74.8,22.1,52.7,4.8,915.2,83.3
360 One Wam Ltd.,360ONE,542772,BANKING AND FINANCE,OTHER FINANCIAL SERVICES,617.1,235.6,317.8,57.31,13.7,139.9,226.8,40.8,186.0,5.2,696.8,19.5
Tata Communications Ltd.,TATACOMM,500483,TELECOM SERVICES,OTHER TELECOM SERVICES,4897.9,3857.1,1015.5,20.84,605.1,137.4,298.3,77.9,220.7,7.7,1322.3,46.4
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,506767,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,354.5,303.9,48.3,13.71,12.5,1.7,36.4,9.2,27.2,5.3,171.3,33.5
CSB Bank Ltd.,CSBBANK,542867,BANKING AND FINANCE,BANKS,835.8,317.5,174.6,25.41,0.0,343.6,178.0,44.8,133.2,7.7,577.7,33.3
Indian Railway Catering & Tourism Corporation Ltd.,IRCTC,542830,DIVERSIFIED CONSUMER SERVICES,TRAVEL SUPPORT SERVICES,1042.4,628.8,366.6,36.83,14.0,4.4,395.2,100.5,294.7,3.7,1061.2,13.3
Sumitomo Chemical India Ltd.,SUMICHEM,542920,CHEMICALS & PETROCHEMICALS,AGROCHEMICALS,928.0,715.5,187.9,20.8,15.8,1.2,195.5,52.0,143.4,2.9,367.7,7.4
Century Textiles & Industries Ltd.,CENTURYTEX,500040,COMMERCIAL SERVICES & SUPPLIES,PAPER & PAPER PRODUCTS,1114.9,1069.2,33.8,3.07,59.2,17.0,-30.5,-3.3,-30.4,-2.8,117.7,10.5
SBI Cards and Payment Services Ltd.,SBICARD,543066,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),4221.4,2018.8,1327.0,32.47,46.8,604.9,809.4,206.4,603.0,6.4,2302.2,24.3
Hitachi Energy India Ltd.,POWERINDIA,543187,GENERAL INDUSTRIALS,HEAVY ELECTRICAL EQUIPMENT,1228.2,1162.6,65.3,5.32,22.5,10.7,32.4,7.6,24.7,5.8,82.5,19.5
Suven Pharmaceuticals Ltd.,SUVENPHAR,543064,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,250.9,133.1,98.0,42.4,11.9,0.5,105.4,25.8,79.6,3.1,431.8,17.0
Tata Chemicals Ltd.,TATACHEM,500770,CHEMICALS & PETROCHEMICALS,COMMODITY CHEMICALS,4083.0,3179.0,819.0,20.49,234.0,145.0,627.0,120.0,428.0,16.8,206.0,80.8
Aarti Drugs Ltd.,AARTIDRUGS,524348,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,642.2,565.1,76.4,11.92,12.6,8.2,56.3,16.7,39.6,4.3,180.2,19.6
Gujarat Ambuja Exports Ltd.,GAEL,524226,FMCG,EDIBLE OILS,1157.7,1012.2,103.3,9.26,30.5,5.9,109.1,26.3,82.8,3.6,305.1,13.3
Polyplex Corporation Ltd.,POLYPLEX,524051,COMMERCIAL SERVICES & SUPPLIES,CONTAINERS & PACKAGING,1595.7,1451.5,120.6,7.67,75.1,9.9,59.1,10.9,27.9,8.9,71.1,22.6
Chalet Hotels Ltd.,CHALET,542399,HOTELS RESTAURANTS & TOURISM,HOTELS,318.2,188.6,126.0,40.04,35.0,50.1,44.5,8.0,36.4,1.8,266.7,13.0
Adani Enterprises Ltd.,ADANIENT,512599,COMMERCIAL SERVICES & SUPPLIES,COMMODITY TRADING  & DISTRIBUTION,23066.0,20087.2,2430.1,10.79,757.0,1342.8,791.0,397.8,227.8,2.0,2444.3,21.4
YES Bank Ltd.,YESBANK,532648,BANKING AND FINANCE,BANKS,7980.6,2377.1,810.0,12.06,0.0,4793.6,304.4,75.7,228.6,0.1,836.6,0.3
EPL Ltd.,EPL,500135,COMMERCIAL SERVICES & SUPPLIES,CONTAINERS & PACKAGING,1011.2,820.6,181.0,18.07,83.6,30.6,76.4,25.4,50.5,1.6,251.9,7.9
Network18 Media & Investments Ltd.,NETWORK18,532798,MEDIA,BROADCASTING & CABLE TV,2052.2,2083.8,-218.3,-11.7,56.8,66.2,-154.5,-6.5,-61.0,-0.6,-144.2,-1.4
CIE Automotive India Ltd.,CIEINDIA,532756,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,2299.4,1934.0,345.4,15.15,78.3,31.0,256.1,69.1,375.4,9.9,298.4,7.9
Vedanta Ltd.,VEDL,500295,METALS & MINING,ALUMINIUM AND ALUMINIUM PRODUCTS,39585.0,27466.0,11479.0,29.47,2642.0,2523.0,8177.0,9092.0,-1783.0,-4.8,5202.0,14.0
Rossari Biotech Ltd.,ROSSARI,543213,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,484.8,419.9,63.6,13.15,15.1,5.0,44.8,11.9,32.9,6.0,116.8,21.2
KPIT Technologies Ltd.,KPITTECH,542651,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,1208.6,959.2,239.9,20.01,48.1,13.6,187.7,46.3,140.9,5.2,486.9,18.0
Intellect Design Arena Ltd.,INTELLECT,538835,SOFTWARE & SERVICES,IT SOFTWARE PRODUCTS,631.7,497.2,121.9,19.69,33.7,0.8,96.5,25.7,70.4,5.2,316.6,23.2
Balaji Amines Ltd.,BALAMINES,530999,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,387.3,326.8,53.8,14.13,10.8,1.8,48.0,11.6,34.7,10.7,197.3,60.9
UTI Asset Management Company Ltd.,UTIAMC,543238,BANKING AND FINANCE,ASSET MANAGEMENT COS.,405.6,172.5,231.5,57.3,10.4,2.8,219.8,37.0,182.8,14.4,562.9,44.3
Mazagon Dock Shipbuilders Ltd.,MAZDOCK,543237,TRANSPORTATION,SHIPPING,2079.2,1651.1,176.6,9.66,20.2,1.3,406.6,102.8,332.9,16.5,1327.6,65.8
Computer Age Management Services Ltd.,CAMS,543232,BANKING AND FINANCE,CAPITAL MARKETS,284.7,153.0,122.1,44.39,17.4,2.0,112.4,28.6,84.5,17.2,309.2,62.9
Happiest Minds Technologies Ltd.,HAPPSTMNDS,543227,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,428.8,324.0,82.6,20.32,14.6,11.2,79.1,20.7,58.5,3.9,232.0,15.6
Triveni Turbine Ltd.,TRITURBINE,533655,GENERAL INDUSTRIALS,HEAVY ELECTRICAL EQUIPMENT,402.3,313.4,74.3,19.17,5.1,0.6,83.2,19.0,64.2,2.0,233.1,7.3
Angel One Ltd.,ANGELONE,ASM,BANKING AND FINANCE,CAPITAL MARKETS,1049.3,602.6,443.4,42.31,11.2,26.4,407.2,102.7,304.5,36.3,1020.2,121.7
Tanla Platforms Ltd.,TANLA,532790,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,1014.9,811.8,196.8,19.51,22.6,1.8,178.7,36.2,142.5,10.6,514.7,38.3
Max Healthcare Institute Ltd.,MAXHEALTH,543220,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE FACILITIES,1408.6,975.8,387.4,28.42,57.9,8.5,366.4,89.7,276.7,2.9,990.1,10.2
Asahi India Glass Ltd.,ASAHIINDIA,515030,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,1122.6,934.0,185.6,16.58,43.0,34.4,111.3,30.2,86.9,3.6,343.5,14.1
Prince Pipes & Fittings Ltd.,PRINCEPIPE,542907,GENERAL INDUSTRIALS,PLASTIC PRODUCTS,660.4,562.3,94.2,14.35,22.5,0.7,92.8,22.2,70.6,5.2,219.8,19.9
Route Mobile Ltd.,ROUTE,543228,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,1018.3,886.5,128.1,12.63,21.4,6.5,103.8,15.5,88.8,14.2,365.3,58.3
KPR Mill Ltd.,KPRMILL,532889,TEXTILES APPARELS & ACCESSORIES,TEXTILES,1533.0,1212.9,298.0,19.72,46.0,18.1,256.0,54.2,201.8,5.9,788.8,23.1
Infibeam Avenues Ltd.,INFIBEAM,539807,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,792.6,719.7,70.2,8.89,17.1,0.5,55.2,14.7,41.0,0.1,142.2,0.5
Restaurant Brands Asia Ltd.,RBA,543248,HOTELS RESTAURANTS & TOURISM,RESTAURANTS,628.2,568.7,56.2,9.0,78.6,31.5,-50.7,0.0,-46.0,-0.9,-220.3,-4.5
Larsen & Toubro Ltd.,LT,500510,CEMENT AND CONSTRUCTION,CONSTRUCTION & ENGINEERING,52157.0,45392.1,5632.0,11.04,909.9,864.0,4991.1,1135.5,3222.6,22.9,12255.3,89.2
Gland Pharma Ltd.,GLAND,543245,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,1426.6,1049.3,324.1,23.6,81.3,6.0,289.9,95.8,194.1,11.8,698.8,42.4
Macrotech Developers Ltd.,LODHA,543287,REALTY,REALTY,1755.1,1333.5,416.1,23.78,29.3,123.1,269.2,62.4,201.9,2.1,1529.2,15.9
Poonawalla Fincorp Ltd.,POONAWALLA,524000,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),745.3,178.9,531.7,71.98,14.7,215.5,1124.6,270.0,860.2,11.2,1466.4,19.1
The Fertilisers and Chemicals Travancore Ltd.,FACT,590024,FERTILIZERS,FERTILIZERS,1713.6,1530.8,132.4,7.96,5.3,61.2,105.2,0.0,105.2,1.6,508.4,7.9
Home First Finance Company India Ltd.,HOMEFIRST,543259,BANKING AND FINANCE,HOUSING FINANCE,278.0,53.7,211.6,77.43,2.8,117.0,96.4,22.1,74.3,8.4,266.2,30.2
CG Power and Industrial Solutions Ltd.,CGPOWER,500093,GENERAL INDUSTRIALS,HEAVY ELECTRICAL EQUIPMENT,2019.0,1692.9,308.6,15.42,22.9,0.4,329.9,86.2,242.3,1.6,11.0,7.2
Laxmi Organic Industries Ltd.,LXCHEM,543277,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,660.5,613.3,38.9,5.97,27.5,2.1,17.5,6.8,10.7,0.4,100.6,3.8
